,adult,belongs_to_collection,budget,genres,homepage,id,imdbId,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
30003,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,47590,tt0017809,ru,Девушка с коробкой,"Young and beautiful girl (Anna Sten), lives near Moscow, earning a making hats for the fashion store in Moscow. Due to the requirements of the Soviet government on standards of living space, the store owner has to prescribe it fictitiously in his apartment. But on the train she meets a young boy (Ivan Koval-Samborski), and the housing problem changes their lives.",0.222519,/9zIDUJkXyYiEPn6aBsn3ELIpBHB.jpg,"[{'name': 'Mezhrabpom-Rus', 'id': 6507}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1927-01-01,0.0,86.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Girl with the Hat Box,False,7.6,5.0
30005,False,,0,[],,32683,tt0011193,en,The Flapper,"A silent comedy about a Southern teen who, sent to a ritzy boarding school, gets into mischief while acting the sophisticated grownup to impress a suave gentleman and match wits with a pair of jewel thieves. Staring Olive Thomas in one of her few surviving film roles.",0.071809,/hV3Kj8zTEJUxQ4L8XRKmGctcYma.jpg,[],[],1920-05-10,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Flapper,False,6.5,2.0
30190,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,79757,tt0019451,en,Tempest,"In the final days of Czarist Russia, a peasant is raised from the ranks to Lieutenant. The other officers, aristocrats all, resent him, and make his life difficult. He falls in love with a princess, who spurns him. When he is caught in her room, he is stripped of his rank and thrown into prison. Then comes the Red Terror, and the tables are turned.",0.574687,/vB5lJEAlnY2wHBeqDp6xMWoAcy5.jpg,[],[],1928-05-27,0.0,111.0,[],Released,,Tempest,False,7.0,2.0
30226,False,,0,"[{'id': 16, 'name': 'Animation'}]",,146730,tt0013823,en,Alice's Wonderland,"Instead of Wonderland, Alice visits the Walt Disney animation room.",1.138122,/10Vb68Q97HXyhsdZUW175mjRa8c.jpg,"[{'name': 'Laugh-O-Gram Films', 'id': 16874}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1923-01-01,0.0,12.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Alice's Wonderland,False,6.5,6.0
30287,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,82576,tt0011157,sv,Erotikon,"Erotikon is a 1920 Swedish romantic comedy film directed by Mauritz Stiller, starring Tora Teje, Karin Molander, Anders de Wahl and Lars Hanson. It is based on the 1917 play A kék róka by Ferenc Herczeg. The story revolves around an entomology professor obsessed with the sexual life of bugs, and his easygoing wife who is courted by two suitors.",0.206258,/jy7z80ZWdovKOpmkNREaIU1Akjw.jpg,[],[],1920-11-08,0.0,97.0,[],Released,A Daring Fable of Modern Love,Erotikon,False,5.5,4.0
30502,False,,5485,"[{'id': 16, 'name': 'Animation'}]",,88018,tt0020414,en,The Skeleton Dance,"When night falls at a church cemetery, amidst howling dogs, hooting owls and fighting cats, four skeletons rise from their graves for macabre merriment. Dancing and playing music by using each other as instruments, the skeletons party until the rise of the sun, where they frantically rush back into their graves, forming a skeletal chimera to get back faster.",1.310476,/kmW0RJVpA3nyzWiEV0kt5829AS.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Celebrity Productions', 'id': 3197}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-08-21,0.0,6.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Skeleton Dance,False,7.3,29.0
30553,False,,0,"[{'id': 18, 'name': 'Drama'}]",,120664,tt0006517,en,Civilization,"A submarine commander who is a secret pacifist refuses to torpedo a defense- less passenger ship, and his submarine is sunk and the captain is drowned. In the spirit world, Christ blesses the captain and returns to earth in the captain's body. There He escorts the warrior king on a tour of the horrors of war, leading to the end of war.",0.202129,/uXXpiMQc04Pqu3M6CkqAwBz3898.jpg,"[{'name': 'Thomas H. Ince Corporation', 'id': 31782}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1916-06-02,0.0,78.0,[],Released,,Civilization,False,5.5,2.0
30616,False,,0,"[{'id': 18, 'name': 'Drama'}]",,96128,tt0003471,en,Traffic in Souls,"A woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it.",0.113363,/iVKxCLhsEm0gHFzqzKGQ15oAkCC.jpg,[],[],1913-11-24,0.0,88.0,[],Released,,Traffic in Souls,False,5.3,3.0
30912,False,,15719,"[{'id': 16, 'name': 'Animation'}]",,34463,tt0024660,en,Three Little Pigs,"The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".",3.969019,/aPmSY3y4A2xMSkF24tdIfDQNKJy.jpg,"[{'name': 'Walt Disney Production', 'id': 6470}, {'name': 'United Artists Pictures', 'id': 16685}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-05-27,0.0,8.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Three Little Pigs,False,6.8,75.0
31062,False,,0,[],,206237,tt0024600,de,Sonnenstrahl,"Hans, living in Vienna during the Great Depression, intends to drown himself in the river after losing his livelihood. While there he meets a girl named Anna after pulling her from the river.",0.31851,/kHPyIOpedolFO9nRZ9dTsNrHbcP.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'AT', 'name': 'Austria'}]",1933-08-25,0.0,87.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Ray of Sunshine,False,5.5,2.0
31700,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",,29466,tt0017103,en,The Magician,"A young girl, Margaret Dauncey, is caught between the forces of a charlatan magician, Oliver Haddo, whom she is unable to resist, and the love of a young surgeon, Arthur Burdon, who has saved her from being a helpless cripple by performing a delicate operation on her spine which startled the medical world.",0.149622,/mFFf6bAyUX5slOHENhOIIPUenz4.jpg,"[{'name': 'Metro-Goldwyn Pictures Corporation', 'id': 1467}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-10-24,0.0,83.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,THEY FOUGHT FOR A GIRL'S SOUL!,The Magician,False,5.0,1.0
31705,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,95862,tt0022264,en,The Phantom of Paris,"Bibi is a world class escape artist, but he cannot escape the false murder charge that is placed on him. Max has killed Bourrelier before he was removed from the will so that he will be rich when he marries Cecile. Together with Vera, they put the blame on Bibi, who is a romantic rival to Max, and he is sentenced to death. But Bibi escapes before his execution and hides in Herman's secret cellar. When he learns that Max is dying, Bibi goes to his house for his confession, but Max dies before it is told to anyone else. So Bibi, has just one chance, and he goes to Dr. Gorin who will make him look like Max so that he can clear his name and put the blame where it belongs - on Max, even in death.",0.040144,/99T0aheNONwlEgeAae7vUJRv67G.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-09-12,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Phantom of Paris,False,0.0,1.0
31868,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,108632,tt0018397,en,The Show,"Cock Robin (John Gilbert) is the swaggering ballyhoo man of a Hungarian sideshow known as the Palace of Illusions. The highlight of the show is a reenactment of Salome's dance of the seven veils, replete with the beheading of John the Baptist. The performer (Renee Adoree) playing Salome is in love with Cock Robin. Jealous, sinister The Greek (Lionel Barrymore) is determined to eliminate this competition for Salome's affections.",0.380738,/h4FVncRWTEOmxIh8fLGEAEZcSxV.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1927-01-22,0.0,76.0,[],Released,,The Show,False,7.0,2.0
32004,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,162954,tt0020980,ja,朗かに歩め,"Kenji is a small thief who likes drinking and fighting. When he falls in love with sweet and simple Yazue, and she finds out what kind of guy he really is, she leaves him 'until he becomes an honest person'. But it is not easy to get rid of one's past...",0.141908,/jwae6cFB2ghgiMZEIwfzvsgfob1.jpg,"[{'name': 'Shochiku Kinema (Kamata)', 'id': 10652}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1930-03-01,0.0,95.0,[],Released,,Walk Cheerfully,False,4.8,4.0
32005,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,38812,tt0012253,fr,Hard Luck,"A down on his luck young man makes several attempts at committing suicide but fails them too. He then finds himself becoming more confident through a series of petty adventures, to such an extent that this becomes his undoing.",0.543829,/deiXb89azuxoBbJ5x5K7zu9UOAl.jpg,"[{'name': 'Joseph M. Schenck Production', 'id': 5711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-03-14,0.0,22.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hard Luck,False,7.3,15.0
32040,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,53800,tt0013597,en,Sherlock Holmes,Starring John Barrymore as Holmes and Roland Young as Watson the film was believed lost for decades. Much of the film finally resurfaced in the mid-1970s and was restored by the George Eastman House from rolls of negatives to the extent that it could be printed and screened. The movie features William Powell's first screen appearance.,1.206513,/7ojb5QcSs8SliK0TqOdVP4cRTJ2.jpg,"[{'name': 'Goldwyn Pictures Corporation', 'id': 31789}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1922-03-07,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sherlock Holmes,False,5.0,1.0
32320,False,,5000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,133213,tt0005198,en,The Dinosaur and the Missing Link: A Prehistoric Tragedy,"Two cavemen, The Duke and Stonejaw Steve, call on Miss Araminta Rockface. The hated rivals fight, and Steve wins when he throws The Duke into a pot of boiling water. A title card introduces a third rival, ""our unassuming hero, Theophilus Ivoryhead."" Miss Rockface invites the three men into her father's drawing room/cave, apologizing for not offering tea, since it has not been discovered yet. The Duke and Steve fight again, and everyone rushes out of the cave. Mr. Rockface notices his pot of food is empty; earlier, Wild Willie the Missing Link had eaten it. Mr. Rockface tells the three suitors they will have to procure their own dinner. Steve locates a desert quail and shoots an arrow at it, but the arrow misses the quail and happily (for Steve) hits The Duke's behind. Meanwhile, Wild Willie is still hungry and goes hunting for snakes. He finds a dinosaur's tail instead...",0.176389,/fs4XIHUmP7uY2gKK0K9PZB7eV2W.jpg,"[{'name': 'Herman Wobber', 'id': 41792}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-01-01,0.0,5.0,[],Released,,The Dinosaur and the Missing Link: A Prehistoric Tragedy,False,5.5,2.0
32574,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,177190,tt0021919,en,It's Tough to Be Famous,A Navy war hero (Douglas Fairbanks Jr.) marries his girlfriend (Mary Brian) and tries to avoid publicity.,0.110358,/2xngamV6GYAYUacmZ0hA3bQO0s6.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-04-02,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He Was Too Busy Making History to Make Love!,It's Tough to Be Famous,False,0.0,0.0
32578,False,,0,[],,120672,tt0015224,en,Peter Pan,Childrens' adventures in Neverland.,0.271782,/eu2mql68WMbnMCLxw542o4QPzpX.jpg,[],[],1924-12-29,0.0,105.0,[],Released,,Peter Pan,False,6.0,3.0
32590,False,,0,"[{'id': 18, 'name': 'Drama'}]",,248639,tt0024373,en,The Narrow Corner,An Englishman sought for murder escapes to South Seas island.,0.001669,/gRv0x0JnueP2S7hBt8O3T0tbnqb.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-07-07,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Narrow Corner,False,0.0,0.0
32627,False,,0,"[{'id': 18, 'name': 'Drama'}]",,113638,tt0023990,en,Eskimo,The happy life of an Eskimo is disastrously changed when he mingles with an unscrupulous white trader.,0.43699,/nUZe68Jt2LrniXd0NHIlrZdYjSq.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-11-14,0.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Eskimo,False,0.0,0.0
32687,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,86955,tt0015634,en,Body and Soul,"A minister is malevolent and sinister behind his righteous facade. He consorts with, and later extorts from, the owner of a gambling house, and betrays an honest girl, eventually driving them both to ruin.",0.203673,/oJbRYOM04MHQZRY3C6glfVhg7Sa.jpg,"[{'name': 'Micheaux Film', 'id': 46979}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-11-09,0.0,102.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Body and Soul,False,6.8,4.0
32688,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",,111344,tt0025094,en,Evergreen,"Harriet Green, a beloved and radiant music hall star of the Edwardian era, has a guilty secret: She has a baby daughter, born out of wedlock. Harriet leaves her public and flees to South Africa to raise her daughter quietly. The years pass, and now her daughter, Harriet Hawkes, returns to London as a young show-biz hopeful. Tommy, a wily publicity man, knowing that young Harriet is a dead ringer for her famous mother, convinces a theater producer to star her in a new revue as none other than the original Harriet Green, miraculously untouched by old age. The ruse works too well: Now the public believes Harriet is a well-preserved 60-year-old and Tommy is her son. The deception is more than merely inconvenient, because now Harriet and Tommy have secretly fallen in love.",0.22538,/5CuQRpboAlrQuQ5MwppFo5c3zr6.jpg,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1934-04-01,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Evergreen,False,4.5,4.0
32699,False,,0,[],,198204,tt0020425,en,So This Is College,"Biff and Eddie are the best of friends. They are college seniors; roommates at the Fraternity; and star teammates on the USC Football team. Then a flapper named Babs enters the picture. Biff considers Babs his girl, and she does like him more than Eddie, but Eddie is persistent. Everywhere they go, Eddie and Biff are competing for Babs. When Eddie stops trying, Babs decides that she wants him and this causes the friendship of Eddie and Biff to end. This rivalry even affects their ability to play football together.",0.345752,/bBjWhzsddQjahDVhEDavRjdm3Sd.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-11-08,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,So This Is College,False,0.0,0.0
32754,False,,0,"[{'id': 18, 'name': 'Drama'}]",,134144,tt0005557,en,The Italian,An immigrant leaves his sweetheart in Italy to find a better life across the sea in the grimy slums of New York.,0.113836,/5ApOffSnK9bwwfb44VwTmxZE8EQ.jpg,"[{'name': 'New York Motion Picture', 'id': 50574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-01-01,0.0,78.0,[],Released,,The Italian,False,6.0,3.0
32901,False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,87300,tt0004873,en,Alice in Wonderland,A German adaptation of the classic Lewis Carroll story.,0.140291,/9YJqY2MWOUzy60iMhniOF4NEZRs.jpg,"[{'name': 'Nonpareil Feature Film Corp.', 'id': 88251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-01-15,0.0,52.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Alice in Wonderland,False,5.5,2.0
33057,False,,23430,"[{'id': 18, 'name': 'Drama'}]",,109632,tt0005060,en,Carmen,"In order to help her smuggler kinsmen, a sultry gypsy seduces and corrupts an officer of the Civil Guard turning him into a traitor and murderer.",0.224472,/98np4sBrY2S72lqKQf4na05LxME.jpg,"[{'name': 'Jesse L. Lasky Feature Play Company', 'id': 29749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-10-31,0.0,59.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A stirring love tale of Old Spain. Based on the original French version of Prosper Merimee's,Carmen,False,6.3,4.0
33094,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,49961,tt0023871,pt,A Canção de Lisboa,"Vasco is a medical student in Lisbon, supported by his rich aunts, whom he had falsely told he had already graduated. In fact, he devotes himself to a bohemian life, preferring the popular fairs and pretty women, especially Alice, a seamstress from the Castelinhos quarter, which rather upsets her ambitious father, tailor Caetano, who is familiar with Vasco's debts. After failing yet another final exam, he is surprised by his aunts' announcement that they will visit him in Lisbon to see his practice.",1.050862,/sH0d4sfbwG1wofS6MdM3CxIq31I.jpg,"[{'name': 'Tobis Portuguesa', 'id': 10178}]","[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",1933-11-07,0.0,85.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,A Song of Lisbon,False,8.0,12.0
